41	Socialists politics that stand up for the downtrodden. And well done for conflating criticism of Israel with anti semitism. You are also part of the problem.	NOT
42	3. Nina One of the reasons I didn't read this book for so long was because I was SO WORRIED about her character. I should've trusted everyone. Nina is a goddamn goddess I would die for a thousand times over. She is big and bold and lovely and PERFECT. HER ARC. IS. PERFECT.	NOT
43	. PLEASE vote NO on Kavanaugh. He is not fit for SCOTUS and allegations about women and shady financials should disqualify him. rule of law matters. me too country over party withdraw kavanaugh stop kavanaugh	NOT
44	"Ppl who say I'm not racist"" are racist. You Are A Racist. Repeat after me"""	NOT
45	Kathy the Patriot:Statue_of_Liberty: YOU HAVE TO LOVE our GREAT PRESIDENT TRUMP!!! A SPINE OF U.S. STEEL!! CHANGING IT! ON TRADE &amp; EVERYTHING FOR AMERICANS!! america first usa maga leadership &amp; respect economy jobs peace thru strength god bless trump &amp; the usa :grinning_face: :Statue_of_Liberty::Statue_of_Liberty::Statue_of_Liberty: :grinning_face:	NOT
46	Wow you liberals really don’t have a sense of humor.:face_with_rolling_eyes:	NOT
47	I'M SO FUCKING READY	NOT
48	Holy moly!! If the catholic people haven't been awakened by this ..... false prophet lunatic	NOT
49	Lol yeah per dina he is There everyday per claudia no horse got vet care unless it was for donation example limping etc	NOT
50	What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes right. But it's not gunna happen.	NOT
51	Me too! Her wedding was the best! She is very pretty!	NOT
52	No conflict here—don’t look at this. soros involved in violent left agenda of Antifa also.	NOT
53	http any of your announcements every come to fruition or is it basically stealing Labour's ideas to get a few more votes	NOT
54	4 out of 10 British people are basically full-on racists. 4 out of 10 voters vote for the Conservatives. Coincidence!???!???	OFF
55	gun control advocates must STOP falling all over themselves to assure electorate that they too love the HORRIFIC 2A http	NOT
56	Hi there! We love what a huge fan of Camila Mendes you are! Would it be alright if we used your tweet about her in our promotional material?	NOT
57	Fuck off	OFF
58	Certainly a weird view toward the Margaret Sanger geonicidal philosophy of aborting minorities. I’d like to know if the black population that suffers the most shares her opinion	NOT
59	"The prison system is so fucked. Why are they still getting away with what is potentially murder with intent if the prisoners die in the hurricane? They did this in Louisiana and like 500 inmates went missing"""""	OFF
60	She is useless. Attempts to do the right thing but never follows through.	OFF
61	walk away liberals......Your party is POISON. http	NOT
62	Grateful Trump doesn’t have a dog in the White House. He is a cruel man.	OFF
63	You are lying. Stick with the facts. We pay more than that now.	NOT
64	Trump kicks dem butt - its so fun.	OFF
65	He is dumb and dumber all in one president. It's a two for one.	OFF
66	toxic tory minister attempted to expense £50 charity donation! It's what do!! tories must go dissolve the union http	NOT
67	ur so straight forword man:OK_hand: i saw u in dance dewwane and ur just talk free ky ap kitnay porrany ho industry mein and i really like ur this quality that u even gather with ur senior:green_heart: artist love for man mar ziya an :cowboy_hat_face::thumbs_up:	NOT
68	And this from the clown that should be in prison?	OFF
69	did Twitter silence alex jones in retaliation of him asking Twitter jack questions http	NOT
70	Thats because you are an old man.	OFF
71	They are obstructionists. Anti-american. Pharisees. Ask them what they are running on and you get nothing. Maga!	OFF
72	"No you're not..you're here 2 represent the Alinskyite Orwellian Leftist Tool&amp;Fool view on things..like 99.9% of the Marxists&amp;Antifa similar 2U..psst! And B4U use the words fascist or fascism again go ahead &amp; read D'Souza's book The Big Lie""..right now U know SQUAT about either.."""	NOT
73	"I do remember. :( But somehow centrist"" antifa-haters can never quite seem to bring themselves to condemn such things."""	NOT
74	I mean it worked for gun control right? http	OFF
75	I think the last thing on the WH or Trump's mind is April Ryan. She needs to stop flattering herself. She's not as important as she thinks she is.	NOT
76	Principled conservatives are hypo crickets	NOT
77	Don't forget &amp; Democrat backed antifa	NOT
78	She is a beautiful person to teach values to her kids. Teaching them they are royalty but keep to keep it from going to their heads. Stay real :red_heart:	NOT
79	Bring out his Antifa criminal son to campaign for him	NOT
80	I didn’t watch and will not watch Watching the September 11th stories and how we came together and stood shoulder to shoulder made me proud even with all of our issues yet the people playing a damn game cannot stand for this moment—protest on a Saturday.	NOT
81	A tear is made of 1% water and 99% feelings.	NOT
82	"Trump addresses gun control representing the NRA. I will not let you down"" he says. http"	NOT
83	She is drinking so much koolaid she’s bloated.	OFF
84	Holder needs to be prosecuted	NOT
85	But... But... BOTH PLAYERS WERE WOMEN. And BOTH WERE WOMEN OF COLOR!	NOT
86	The Institution only let her tweet when she behaves. She is a Window Licker!!!!	OFF
87	*babysitting 3 kids* people:”how old do you think she is?” “she has three kids” me:*dont get mad. don’t get mad. they don’t know. they don’t know*	NOT
88	well...? http	NOT
89	WTC This is a threat!!! .. maga q a non wake up america http	OFF
90	"It's easily digestible content. There's no need for nuance or to even understand the story. They can show a picture of an ANTIFA"" and get the base level emotional response their content requires in order to be profitable."""	NOT
91	Try looking for plain old democrats. The liberals are the ones which you can’t have a conversation with.	NOT
92	Great news! Old moonbeam Just went into a coma! :face_with_tears_of_joy:	NOT
93	OMG HE IS SO EXTRA ILY	NOT
94	Please call trump out for what he is...a NARCISSISTIC SOCIOPATH!	OFF
95	Unfortunately in America a system like that would be called racist. Liberals believe exams are racist against minority groups.	NOT
96	I know! She is still alive....but wondering if her career was railroaded? Odd! Loved her...especially that day!	NOT
97	Guy you are always present...bet why? Lol	NOT
98	what a baby! http	NOT
99	you are very persuasive fam	NOT
100	THAT'S NOTHING NEW SHE WAS GOING TO VOTE NO ANYWAY.....WE WILL VOTE NO TO LIBERALS IN NOVEMBER.... http	NOT
101	Burt. A cool dude.	NOT
102	maga IF YOU ARE ALL IN FOR trump FOLLOW ME AND I WILL FOLLOW BACK.	NOT
103	thank u!! i’m finally at the point where i’m okay with using heat on it again i’m so happy	NOT
104	Kind of like what trump does all the time huh?	NOT
105	Because a former Antifa in the white house and they do not arrest her and a citizen if they arrest someone explain to me.	NOT
106	Fuck em	OFF
107	Good move....he is the big loser	OFF
108	Let's get to the bottom of this! DM me your zipcode and I'll check it out. We have your back and we will make sure you are enjoying the BEST that TV has to offer ASAP! *NevinBruce	NOT
109	For the record I know Doug Jones personally and he is only a Sen. Bc we had no other credible choice. He won’t be at the next election.	NOT
110	The president’s feelings are totally opposite of CNN’s feelings. So what does that say about CNN? They’re all liberals.	NOT
111	"it's literally a narrative that is on par with Nazis punch, antifa punch, they are two sides of the same coin."" noooOOoOo one of these groups wants to exterminate or deport all PoC and Jews, the other just wants to prevent them from doing that, and this comparison benefits fash"""	OFF
112	There are many dumb arguments for gun control but this may be the dumbest and most common.	OFF
113	she is idk what's going on	NOT
114	Yall need to chill he is having a really abysmal 2nd half. Rizzo had an abysmal 1st half. Its baseball it happens. Does he have things he still needs to work on yes. Has the power numbers dropped yes..... but he could bounce back at anytime. http	NOT
115	Dude you are old!!! Lmao. PS: Go Pack Go!!!	NOT
116	That's why Trump supporters can't even wear a hat without being abused. If they meet the animals on the left attack them. Antifa is a branch of the Communist-Socialist-Nazis Democrat Party.	NOT
117	The laughs I’ve gotten from you are enough. :relieved_face:	NOT
118	well?	NOT
119	First of all— they don’t even have pizza at Panera	NOT
120	please don't kill me. antifa on the other hand...	OFF
121	Did you see Shanahan say Spoon was not 100% healthy this game? Obviously no excuses if you’re out there BUT maybe it’s not the “all is doom” sort of thing it seemed during the game. Maybe he is still pretty good.	NOT
122	Good girl	NOT
123	She is an ugly black hearted troll http	OFF
124	You are clearly not a pokemon master! I have almost 400 in rare candy alone. Over 150 legacy moveset pokemon. It just all depends on what you like to keep as collection pieces and what you value in the game.	NOT
125	Dont believe the hype.	OFF
126	Followed all new - MAGA. Please follow back.	NOT
127	protests Reported in sunderland Except these are football fan and one flag says west brom on it?! Getting worse now even as I type?! maga mega mb ga mcga conservatives patriots muslims far left leftists (doomed to lose but do not realises it) civil war soon? http	NOT
128	"Liberals would still vote for him. They'll claim his comments were Taken out of context and that he is still a man of integrity."""""	NOT
129	We have been saved from you! MAGA!	OFF
130	You are bringing up honor and decency? With that yoyo in the picture? That's rich.	NOT
131	Good riddance.	NOT
132	She is a goddess	NOT
133	"Omg xD The worst (or the best, in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..."" and the rest standin there like ""....nope he is no suffering"" ""so he is dead!"" ""...yeah, pretty dead"""""	NOT
134	"You can probably imagine all the SJW snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows. Conservatives are now the Ruskies of the 21st century."""	OFF
135	I see May in the same light as yourself. Even the last election was about her and not the Conservatives. A split is coming to the Tory partyvery soon!	NOT
136	This all I get :crying_face: damn these haters deleting you IG for no reason... http	OFF
137	Do you think Canadian liberals will actually blame Trudeau if he costs them this? Or as per standard push it off on us?	NOT
138	You warned everyone about Josh Gordon the last 4 months on a daily basis. I'm sure you are as shocked as I am of what transpired today.	NOT
139	Why can't liberals read?????? READ it AGAIN http	NOT
140	SJSHSJ THATS MY JOB BITCH	OFF
141	Do they discuss Haiti?	NOT
142	What part of NO COLLUSION don't you get??? This is why you are a dumocrat	OFF
143	He is very skilled:face_with_tears_of_joy::face_with_tears_of_joy:	NOT
144	You are amazing :yellow_heart::yellow_heart::yellow_heart:	NOT
145	Fist pump was for the troops.	NOT
146	"if the reason for Farakans illegal values are because he is black or Muslim, that would be a reason to detest him. I believe his illegal values are simply a result of bad character, like his supporters!"""	OFF
147	Let the leftist democrats riot in the streets with their antifa counterparts.	OFF
148	I thought Canada had strict gun control. Help me understand what is happening.	NOT
149	They don’t want you following people because they don’t like conservatives! Sickening how biased Twitter’s management is. twitter left bias	NOT
150	He is doing life tho:expressionless_face:	NOT
151	It's SO VERY IMPORTANT between now and the midterms to get the word out that all the democrats want people of color to believe is they support them - which as you know is SO false. How can the word spread even more to those who need to know? maga naacp	NOT
152	ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached.	OFF
153	Have you seen or listened to your ANTIFA pals?	NOT
154	In case of antifa take a little bat or something. Good for you- more of should do that kind of thing.	NOT
155	Your titles scare me a little bit. ;-)	NOT
156	&gt;Eradicating HIV and Malaria in the middle of Africa Good bloody luck	NOT
157	The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade. able g cdn poli	NOT
158	And who seems to be getting things done.	NOT
159	I added a video to a playlist http Combat mon frere vs Ismael et Maga assassin vs David le boxer (YFC 2)	NOT
160	So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!	OFF
161	Straight up different. Thank Joe Biden for that one. I also wonder the outcome if her name had been Antifa Hill.	NOT
162	This game sucks donkey balls	OFF
163	Yo for real you are gorgeous	NOT
164	Absolutely should be a nail in the coffin.... for Hilliary	OFF
165	I hope he gets on twitter so I can tell him how amazing he is. :red_heart::grinning_face_with_smiling_eyes:	NOT
166	Who are “they” Gun control has been tried and is a proven failure. This is why people don’t vote democrat. They refuse to admit reality. Gun control doesn’t work.	NOT
167	So the overwhelming liberals in the populated states can make policy for the rest of America with whom they have no clue about. Just because California has the biggest population does not mean the U.S. shares in their values. Get a clue Hillary.	NOT
168	Doesn't he partly fund Antifa?	NOT
169	He is a DUMBASS !!!!!	OFF
170	...and levi strauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? http	OFF
171	At this point in time... I don't think Pres. Trump gives a sh*t... and neither do I! LOL http	OFF
172	O.K. Conservatives get to the polls. Vote red.	NOT
173	donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail	OFF
174	"A Harvard/Harris Poll conducted this year found that 48 percent of black Americans said they would like to see between only one and 250,000 legal immigrants brought to the U.S. a year."" http maga t cot"	NOT
175	Any doubt that have officially become The National Socialist American Workers Party is gone. With ppl like those on and acting as Der Sturmer and antifa as their Einsatzgruppen/Waffen SS detachment.	NOT
176	Oh my Carmen. He is SO FRICKING CUTE	OFF
177	Chelsea is as crazy as her mother	OFF
178	It's time the conservatives binned boris and sent 'lyin Lynton back to Australia.	NOT
179	The 2015 manifesto promised me my vote back. So where is it? You think Brexit would have gone through if all the Brits in the EU27 had been allowed to vote? The referendum was gerrymandered.	NOT
180	"THE METOO MOVEMENT MUST BE AN EXTENSION OF ANTIFA AND IS A COMPLETE JOKE! IF THIS MOVEMENT WASN'T SELECTIVE, JOE BIDEN WOULD BE IN COURT FOR FONDING GIRLS ON CAMERA""! http"	NOT
181	you are awesome! Thank you. You give humanity hope!	NOT
182	GOOBER	NOT
183	Another uninformed	NOT
184	I forgot he is their foster child!	NOT
185	"And the brainless dems wants us to believe that he doesn't have the majority. Liberals is just like their leaders"" the corrupts obama and crooked hillary both are real bad losers maga trump"	OFF
186	No fucking way he said this!	NOT
187	Such supposedly smart people didn't think for one moment that in the audience there are people who voted Trump and are scared shitless hearing the top brass speak that way.	NOT
188	I'm not surprised. It takes a sick woman to make this type of accusations. The kind you can only find on the far left. Liberals are praying that the really weak members of the GOP like Collins and Flake will pull back their support.	NOT
189	California gun control is direct result of white people scared of Black Panthers using their right to bear arms. NRA had no problem with that gun control!	OFF
190	or where 25 Oct 2005 Brazil citizens overwhelming voted “No” on the government implementing strict gun control by a factor of 63.9% And the Brazilian government still violates that referendum everyday as Brazilians are murdered w/zero effective method of self defense	NOT
191	"...If we claim to be without sin, we deceive ourselves and the truth is not in us. If we confess our sins, he is faithful and just and will forgive us our sins and purify us from all unrighteousness. (1 John 1:5-9)"""	NOT
192	And yet millions of permit holding people carried legally concealed firearms that same day and didn’t hurt themselves or anyone else. But yet they want to have stronger gun control. Idiots! :face_with_raised_eyebrow: Our wonderful media has to hype incidents that fits their agenda.	OFF
193	Yes do hurt your selves gun control freaks.	OFF
194	You get more like this guy with every hysterical tweet http	NOT
195	He always shows dedication at what he does no wonder he is the best http	NOT
196	Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss	OFF
197	the owner of my culo	OFF
198	Now she scarred herself for life lol maga http	OFF
199	you fucking -	OFF
200	Confirm the MAN! THE LEFT WING ACTIVIST IS A LIAR WHO'S STORY CHANGES! NO HARD EVIDENCE! christine blase y ford Innocent until proven guilty! confirm kavanaugh maga weak rinos republicans	OFF
201	Reagan also signed the first gun control bill as governor of CA	NOT
202	Awe Hogwash do we really need you to overstate the obvious?	NOT
203	30+ years as a JUDGE...6 Extensive backgrounds...NOT a peep...link to TRUMP...BOOM... Do conservatives only rape liberals??? http	NOT
204	I'm Assuming I'm Not Going to Get an Answer': Brainless liberal Stooge Ocasio-Cortez . on $40T Policy Plan http wake up america THIS is NOT America's future VOTE Republican or surrender America to these dem morons maga	OFF
205	"(1) This man seriously needs mental health treatment and should have his firearms confiscated until he is no longer a danger to himself or others. (2) I'm waiting for gun control advocates to add this to their list of school shootings."" (3) Who buys .22 caliber handguns? Why? http"	NOT
206	Leftists showing yet again how vile they can be	OFF
207	He is a drunk crazy man.	OFF
208	HONORED TO BE INCLUDED WITH ALL THESE FINE PATRIOTS ! THANK YOU RENA ! maga :United_States::grinning_face::two_hearts::United_States: DEAN ! http	NOT
209	Please shut up Ontario is seeing what conservatives stand for is not helping you loose this province your never going anywhere.. Not they you will any way your completely out of tune with Canadian Mr. Harper oops I mean Mr. Scheer common mistake you so much alike.	NOT
210	You are not alone. I was sexually assaulted by a fellow law student in 1978. I never reported it because I didn't think I would be believed. However something happened that made me realize I wasn't his only victim. Then I felt I'd made a colossal mistake.	NOT
211	But Liberals do.	NOT
212	Another terrorist attack not reported by msm	NOT
213	dont know who you are so imma just http	NOT
214	All that money hadn't made u smarter.	OFF
215	Yes!! He is from Gilmer!! It makes me laugh so much!	NOT
216	U both r my lifeline:red_heart::folded_hands::face_with_tears_of_joy:	NOT
217	Always thought H Ford was a level headed guy! Guess not! Note to Ford: climate change is summer-fall- winter-spring!! Happens every year! Get over it!	NOT
218	Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown:winking_face:	OFF
219	Unfortunately you're right. Keep it real. SHE is the assault weapon!	NOT
220	She is Real Rocky :fire::fire::fire: Oh My God !!	NOT
221	Thank you to everyone for making this possible you are amazing and so are the beautiful bears. I'm a member of Olivers Army and I appreciate everything you do to make lives better.	NOT
222	“Yeah we got everything sorted that needed to be sorted” she is still only taking small sips of her wine unusual for Emily but she guessed JJ wouldn’t profile her	NOT
223	By the way why don’t you move to Haiti ? You liberals seem to make shit holes out of large cities. So go somewhere where it’s already a shit hole so you don’t have to do any work !	OFF
224	Yes she is	NOT
225	He tried this before and it went nowhere. He's 100% pro gun control. Done.	NOT
226	He could have killed as many with a hunting rifle with the time and vantage he had. He had close to an hour before police entered his room. His actual shooting was over 10 min. Making this about gun control is just going to get more people killed. We need to be smarter.	NOT
227	"Aha yes, I see that. The individual sense of needing to belong to a winning team"" because of the constant conditioning of self-devaluation. I see a strong sense of this on the Q side but on the left/hillary/antifa side as well regardless if they think they're winning or not."""	NOT
228	Oh no I know why that I just don't know what she is talking about because I don't see a tweet she is repling too lol	NOT
229	And here we have another demonstration that gun free zones don’t work. Brought to you by a liberal who more than likely supports stricter gun control.	NOT
230	Shouldn't pussy grabbing be the one wearing the gloves while handling food? maga http	OFF
231	You have no plan for the environment. Even conservatives should be able to understand that you have to be able to live on the planet to make money there.	NOT
232	This is what happens when you tell white liberals that they don't get to congratulate themselves on how woke they are until they put their money where their mouth is. That simple fact of life breaks their brains.	NOT
233	"Antifa doesn't beat facsists to try to get them to change their mind - they know it's a lost cause to try to change a fascist's mind. They do it to scare them into hiding, to demoralize them, and to stop the spread of their hateful ideology. There is no forcing views on others""."""	OFF
234	SOROS is at the root of everything and anything anti American. He has his money in Hollywood all the way to Islam and ANTIFA to illegals . http	NOT
235	fire morning joe he is cut from the same cloth as all other conservatives. His misogyny and bigotry are always on display. He is responsible for Trump. http	OFF
236	Truly has got to be the most idiotic thing I've ever seen.	OFF
237	Brigitte Gabriel has experienced a life that most would have nightmares from. She is sounding the alarm for Americans. Buy her book pay attention to what she is warning America about	NOT
238	It does work. If you want to control a population. Australian gun control had no effect on homicides.	OFF
239	Poor baby.	NOT
240	Antifa = Democrats = Dixiecrats = KKK http http	NOT
241	Liberals ruin everything!	OFF
242	"And don't forget his telling a primarily black liberal audience conservatives want to put them back in chains"""""	NOT
243	Sad for both!!! To be exploited and also to have a reputation destroyed! Now I’ve read she’s part of Antifa! ????!	NOT
244	That's what happens when you let a liberal get a hold of a gun. That would be a good place to start gun control. Ban liberals from getting guns.	OFF
245	You look happy .MAGA	OFF
246	Trump proposes racial profiling as a tactic 'to start thinking about' http	NOT
247	Introducing my sweet sweet baby king! He is always sooo nice! And when I try to sit on the sofa he NEVER attacks me! http	NOT
248	There all gone tho and Inputed them from bottom to top with the first 20seconds of your tweet ! You good 1 Tmart :thumbs_up_light_skin_tone:	NOT
249	"Exactly. He is on record basically saying the President is above the law."" It should be noted that the gop is fine with this. Rudy has his own issues. http"	NOT
250	kamala harris The New Dem Emperor with No Clothes Taxpayers Funded ‘Unprecedented’ Armed Protection for Gun Control Sen. Kamala Harris http via	NOT
251	Yet she is fat herself.	OFF
252	There was plenty of evidence that he was guilty of what Hill accused him of but since conf hearings aren't about guilty/innocence got on the bench. Times are diff now. Why as a journalist you don't call out white supremacy/alt-right but Antifa and pick on	NOT
253	You don’t understand who he is and is capablities. Despite the proof in the economy. My hypothesis is that you have been lied to by liberals your entire life and are believing what you are told. The liberal media made bill Clinton look good and could do the same with trump.	NOT
254	..oath must be subpoenaed to testify. There is a lifetime appointment at stake here. Please do it right this time &amp; do not allow Orrin Hatch who has already made up his mind she is lying be allowed to question her. His kind of questions could invite a lawsuit.	NOT
255	Y’all are the best	NOT
256	What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about follower's. Like it's a big party. I care that they discriminate http	OFF
257	Indeed he is.	NOT
258	Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. :grinning_face_with_sweat:)	NOT
259	Yep Antifa are literally Hitler.	NOT
260	Wow you are so hot :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::kissing_face::kissing_face::kissing_face::kissing_face::kissing_face:	NOT
261	she is the most deserving woman to be happy !!	NOT
262	I've noticed a lot of conservatives are thoroughly disingenuous when engaging in twitter.	NOT
263	May be you have forgotten that at the moment we are EU citizens and so all rights afforded to us are the same as for other EU citizens. Don’t believe all the shit that goes on in your head.	OFF
264	That's just modelling. Plenty of women make shit tons of money just for looking good	NOT
265	Just watching a Horizon show about scientists that discovered a DNA mix between humans and Neanderthals.Would have thought Trump getting elected would have been proof enough. maga	NOT
266	I hope there is a way to watch it on TV. Ted spanking liberals is always enjoyable.	NOT
267	Just looked up his work History he is listed on the Board of Leading Age Services Aust (LASA) and comes from Medicare Local Alliance...what ever the hell that is	OFF
268	He should look in a mirror!	NOT
269	I’m sure he is. :purple_heart:	NOT
270	Send him this party manifesto where they promised they will help families maybe that will remind him his duties. hostile environment price on love skype families http	NOT
271	"Families being separated at the border. In fact, the picture of children in cages that Liberals were using to show how evil"" Trump is was actually taken while OBAMA was President"""	NOT
272	But antifa is her people	NOT
273	We had a Peoples Vote on 23 June 2016. The people rejected the craven worship which you stand for - by a majority of over 1m. You’re contemptuously defying the will of the people &amp; 2017 GE manifesto &amp; supporting Soros in undermining democracy instead	NOT
274	Cause who bitches be playing with :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: god aint give me the gift for nothing	OFF
275	she is free as a bird to return to her Muslim homeland	NOT
276	*mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling :woman_facepalming_light_skin_tone:	NOT
277	Melting snow flakes	NOT
278	Who’s the victim? That remains to be seen. Liberals have turned Kavanaughs hearings into a circus from the first minute it started.	NOT
279	Coming from the man that threatened to try and kick Turmps ass now don't that take a set of ball's	OFF
280	You're shocked to hear that liberals want to centralize power at the federal level?	NOT
281	HE IS BEST OF THE BEST!:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:	NOT
282	what i learned today liberals can’t win without lying	NOT
283	Fast and Furious Holder lol	NOT
284	Getting scared ugly man?	OFF
285	is one of the only shows that are a Progressive that I can stand to watch. He dislikes the right and left evenly and you know who he is right from the start. If you've never seen his show check it out on YouTube. Insightful :red_heart::United_States: maga	NOT
286	He is NOT Supreme Court worthy	NOT
287	God I hope not! http	NOT
288	Yes he is	NOT
289	Bitch.. http	OFF
290	&amp; terroism &amp; starvation &amp; Flint &amp; poverty &amp; climate change &amp; global warming &amp; sex trafficking &amp; bullying &amp; body shaming &amp; police brutality &amp; feminism &amp; gun control &amp; marches &amp; protests	OFF
291	+++ I can't prove causation either but while the CONservatives in CDA surely love the idea of 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎(¬ bashing PM can't help but think they're also egging the former to continue the bashing to boost their fortune(s) vainly. http	NOT
292	2 Republican Men in a picture 85 and 84 what are men of that age are Law Makers too old no sorry young Republicans are like young Conservatives they are all born at 40 years of age	NOT
293	Liberals can’t meme. They have no sense of humor or knowledge of meme-ing philosophy.	NOT
294	any she is stunning	NOT
295	yea your the bitch on the right getting smacked http	OFF
296	"Why the focus on the Proud Boys? I know you're not a real journalist, Kelly, but why not focus on the ones doing all of the violence? antifa If you want a story; focus on why journalists"" (leftist activists) are constantly ignoring Antifa's attacks on people."""	NOT
297	Hahaha BIG thighs is not going to make it	OFF
298	It’s called educating liberals.	NOT
299	"maga christine ford trump2020 t cot c cot america first patriots brett kavanaugh had this to say about Bill Clinton during Whitewater: It's imperative to make his pattern of revolting behavior clear -- piece by painful piece."" Indeed. http"	OFF
300	"maga people are very low IQ. GDP Growth"" means LITERALLY NOTHING. In no way does this translate to higher income for white familes or individuals. All that billions goes to companies or government. And what jobs did he create? Labour which pays less than living wage lmao? http"	OFF
301	IF YOU WONNA GET PAID...Pick up the energy people!!!! Scream and shout like you’re at the kavanaugh hearing! http	NOT
302	Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious	OFF
303	A bitch built like that could beat my ass all she wants http	OFF
304	Trash	NOT
305	Very pathetic man !	OFF
